ltime,ltime,Latitude,Longitude,XCO2Dppm,XCH4Dppm,TempC,SpCondµScm,ChlARFU,ChlAµgL,BGAPCRFU,BGAPCµgL,TurbFNU,fDOMRFU,fDOMQSU,ODOsat,ODOmgL,pH,Presspsia,NITRATEUM,NITRATEMG,ABS254,ABS350,TINT,TSPEC,TLAMP,XCO2Dppm_tau,XCH4Dppm_tau,TempC_tau,SpCondµScm_tau,ChlARFU_tau,ChlAµgL_tau,BGAPCRFU_tau,BGAPCµgL_tau,TurbFNU_tau,fDOMRFU_tau,fDOMQSU_tau,ODOsat_tau,ODOmgL_tau,pH_tau,CH4uM,CH4Sat,CH4uM_tau,CH4Sat_tau,CO2uM,CO2Sat,CO2uM_tau,CO2Sat_tau
2015-08-04 09:03:20,2015-08-04 09:03:20,43.66130394859999,-91.2391875219,257.95,200.58599999999998,22.616,407.7,7.86,37.25,-1.02,1.98,8.81,21.11,81.66,107.0,9.24,8.79,4.327,55.18,0.77,0.42,0.17,10.9,16.4,13.4,292.124,163.0085,22.6294,406.72,5.275,25.055,-1.402,1.615,8.152000000000001,21.09,81.626,100.77,8.17485,8.71,0.300086753001327,10501.8848167539,0.24386892144325503,8534.47643979057,9.59784289393793,64.4875,10.8693942917182,73.031
2015-08-04 09:03:32,2015-08-04 09:03:32,43.661106135699995,-91.2392690778,263.447,200.313,22.621,407.3,5.98,28.41,-1.34,1.68,7.78,21.09,81.61,101.4,8.75,8.78,4.254,55.13,0.77,0.42,0.17,10.9,16.4,13.4,281.755,232.761,22.6574,409.26,6.425,30.495,-1.561,1.469,7.531000000000001,21.08,81.562,100.69,8.68266,8.71,0.299515338915201,10487.5916230366,0.348032777709091,12186.439790575901,9.79467914383966,65.86175,10.475351103533301,70.43875
2015-08-04 09:03:44,2015-08-04 09:03:44,43.660751329700005,-91.2394047808,270.93,199.88,22.65,408.5,6.16,29.26,-1.55,1.47,7.46,21.08,81.56,100.9,8.7,8.74,4.1930000000000005,55.21,0.77,0.42,0.17,10.9,16.4,13.5,285.8735,237.785,22.673000000000002,408.79,6.515,30.915,-1.679,1.337,7.3260000000000005,21.06,81.48,99.84,8.60165,8.72,0.29877733944400897,10464.9214659686,0.355437110564807,12449.4764397906,10.0684832071589,67.7325,10.6238236227872,71.468375
2015-08-04 09:03:56,2015-08-04 09:03:56,43.6600639299,-91.2394357938,277.452,198.252,22.668000000000003,408.8,5.78,27.44,-1.65,1.38,7.3,21.05,81.47,100.4,8.66,8.72,4.176,55.11,0.77,0.42,0.17,10.9,16.4,13.5,259.2475,220.257,22.6818,407.58,6.285,29.835,-1.636,1.3869999999999998,7.226,21.028000000000002,81.33,98.37,8.40596,8.695,0.29629317781652303,10379.6858638743,0.32918026787287796,11531.780104712,10.3083143044536,69.363,9.63195332037191,64.811875
2015-08-04 09:04:08,2015-08-04 09:04:08,43.659046618299996,-91.2401039992,279.769,198.915,22.679000000000002,407.8,6.2,29.43,-1.63,1.4,7.27,21.02,81.33,99.0,8.53,8.71,4.331,55.06,0.77,0.43,0.17,10.9,16.4,13.5,229.097,182.12099999999998,22.673000000000002,409.42,7.395,35.075,-1.405,1.615,7.6370000000000005,20.951999999999998,81.064,102.17,8.837069999999999,8.74,0.29733487330150604,10414.3979057592,0.27223147807125503,9535.13089005238,10.396964080698499,69.94225,8.51385707492891,57.2742500000001
2015-08-04 09:04:20,2015-08-04 09:04:20,43.6590039544,-91.2419020012,277.392,201.576,22.675,409.0,7.01,33.27,-1.42,1.6,7.81,20.94,81.02,100.0,8.62,8.71,5.986000000000001,55.89,0.78,0.43,0.18,11.0,16.4,13.6,186.922,156.29,22.671999999999997,407.48,11.84,56.0,-1.0190000000000001,1.9909999999999999,8.101,20.85,80.678,117.58,10.33269,8.8,0.30131834576978306,10553.7172774869,0.23362426211632,8182.72251308902,10.308917479614301,69.348,6.94671610257133,46.7305
2015-08-04 09:04:31,2015-08-04 09:04:31,43.6601831205,-91.242827531,266.36400000000003,203.391,22.671999999999997,408.0,11.29,53.38,-1.11,1.9,8.37,20.84,80.65,106.4,9.17,8.74,6.316,61.94,0.87,0.43,0.18,11.0,16.4,13.6,199.762,159.297,22.9372,413.03,14.07,66.515,-0.114,2.858,8.827,20.43,79.094,142.96,12.24801,8.93,0.30247053597714696,10648.7434554974,0.236896661944489,8340.15706806282,9.82588414330267,66.59100000000001,7.36900732919775,49.9405
2015-08-04 09:04:43,2015-08-04 09:04:43,43.661653557799994,-91.2439930346,243.59099999999998,203.577,22.85,411.6,13.97,66.03,-0.24,2.74,9.2,20.38,78.88,129.1,11.1,8.8,8.129,61.88,0.87,0.44,0.19,11.0,16.5,13.6,204.7685,171.007,23.14,412.85,18.4,86.895,0.43,3.3760000000000003,9.665,19.882,76.94800000000001,140.93,12.18074,8.965,0.301559715886156,10658.4816753927,0.25331359797297304,8953.24607329842,8.93514689556299,60.89775,7.51110109603429,51.192125
2015-08-04 09:04:55,2015-08-04 09:04:55,43.6627910659,-91.245772345,224.419,199.72400000000002,23.143,412.1,13.67,64.6,0.32,3.28,10.05,19.88,76.94,139.6,11.93,8.89,8.344,61.43,0.86,0.44,0.2,11.1,16.5,13.7,207.9725,178.47400000000002,23.2078,415.98,13.68,64.64,0.414,3.3739999999999997,10.359000000000002,19.758,76.46,143.6,12.322389999999999,8.96,0.29546415366907003,10456.7539267016,0.264027705042628,9344.18848167542,8.21638621963105,56.10475,7.61425005486263,51.993125
2015-08-04 09:05:07,2015-08-04 09:05:07,43.663648199300006,-91.24787569979999,216.49599999999998,195.981,23.189,414.9,12.99,61.41,0.41,3.37,10.62,19.75,76.46,142.2,12.14,8.93,8.429,62.81,0.88,0.44,0.19,11.1,16.5,13.8,207.0735,196.27200000000002,23.2468,417.91,15.165,71.635,0.508,3.472,10.927,19.64,76.008,144.7,12.3967,8.94,0.28970815051436605,10260.7853403141,0.29013832013182694,10276.0209424084,7.91772203788793,54.123999999999995,7.57312104802207,51.768375
2015-08-04 09:05:19,2015-08-04 09:05:19,43.6642411351,-91.25017695129999,211.665,194.22400000000002,23.241,417.2,14.44,68.23,0.5,3.45,10.99,19.62,75.97,144.0,12.29,8.94,8.533,62.19,0.87,0.44,0.2,11.1,16.5,13.8,204.128,191.546,23.309,420.0,13.69,64.67,0.5479999999999999,3.505,10.917,19.57,75.74,145.18,12.394680000000001,8.955,0.286765577721425,10168.7958115183,0.28281159563302194,10028.5863874346,7.72767906555344,52.91625,7.45251067627285,51.032
2015-08-04 09:05:31,2015-08-04 09:05:31,43.664514469,-91.2525730021,210.12599999999998,192.868,23.29,419.1,14.78,69.84,0.55,3.5,10.97,19.56,75.72,144.9,12.35,8.94,8.642000000000001,56.74,0.79,0.45,0.19,11.1,16.6,13.8,196.64,190.515,23.3078,419.6,15.255,72.04,0.649,3.5989999999999998,10.857999999999999,19.598,75.844,145.34,12.38367,8.95,0.284770096572103,10097.8010471204,0.281295886038297,9974.60732984294,7.67174729614285,52.5315,7.17937041733783,49.16
2015-08-04 09:05:43,2015-08-04 09:05:43,43.6649043951,-91.25492664049999,209.445,192.81400000000002,23.304000000000002,419.6,14.46,68.32,0.61,3.56,10.68,19.61,75.9,145.2,12.37,8.95,8.686,53.08,0.74,0.45,0.19,11.2,16.6,13.8,194.989,164.977,23.3062,418.07,15.58,73.585,0.631,3.574,10.692,19.798,76.628,144.68,12.34266,8.98,0.284699176429051,10094.973821989499,0.243596502482888,8637.5392670157,7.647223540651099,52.36125,7.119408297968531,48.74725
2015-08-04 09:05:55,2015-08-04 09:05:55,43.6654750351,-91.257250607,207.085,192.829,23.304000000000002,418.2,13.57,64.15,0.61,3.56,10.72,19.84,76.79,145.1,12.36,8.95,8.641,52.37,0.73,0.45,0.19,11.2,16.6,13.8,190.4865,178.80599999999998,23.2588,414.42,16.925,79.905,0.57,3.513,10.417,20.078,77.69800000000001,143.71,12.24165,8.99,0.28498253764277304,10095.7591623037,0.264257905324167,9361.57068062828,7.571016597752861,51.77125,6.96417631961683,47.621625
2015-08-04 09:06:07,2015-08-04 09:06:07,43.666454711899995,-91.2592498586,203.399,191.715,23.272,415.8,16.62,78.5,0.55,3.5,10.37,20.1,77.78,144.2,12.3,8.96,8.59,52.89,0.74,0.45,0.19,11.2,16.6,13.8,197.108,159.375,23.2,415.13,15.28,72.185,0.506,3.463,10.269,20.204,78.188,143.77,12.24633,8.97,0.283658764946541,10037.434554973801,0.235808964678585,8344.240837696329,7.4484214173628,50.84975,7.218046542674969,49.277
2015-08-04 09:06:19,2015-08-04 09:06:19,43.667977368500004,-91.26047101799999,199.696,190.74400000000003,23.217,414.7,13.74,64.94,0.5,3.46,10.13,20.2,78.19,143.7,12.26,8.97,8.543,54.13,0.76,0.45,0.2,11.2,16.6,13.8,195.6035,159.181,23.2668,413.38,17.335,81.845,0.6659999999999999,3.616,10.068,20.18,78.094,145.68,12.4467,8.97,0.28185747779657105,9986.59685863874,0.23521764864496897,8334.08376963352,7.299252565733191,49.924,7.14966423584545,48.900875
2015-08-04 09:06:31,2015-08-04 09:06:31,43.66966623810001,-91.2611698173,197.16299999999998,190.055,23.252,414.1,16.11,76.1,0.59,3.54,10.2,20.16,78.02,144.7,12.34,8.97,8.529,55.92,0.78,0.45,0.2,11.2,16.6,13.8,195.172,173.94099999999997,23.3526,413.45,17.025,80.355,0.9229999999999999,3.859,10.466,20.04,77.568,146.73,12.51202,8.97,0.280373664278958,9950.52356020943,0.256601907544375,9106.858638743459,7.18952025916326,49.29075,7.11691873232509,48.793
2015-08-04 09:06:43,2015-08-04 09:06:43,43.6713545211,-91.2618490867,196.903,188.32299999999998,23.326,413.3,18.71,88.34,0.84,3.78,10.54,20.04,77.55,146.1,12.44,8.97,8.507,57.77,0.81,0.45,0.19,11.2,16.6,13.8,196.5045,190.907,23.3682,415.95,14.28,67.48,0.9640000000000001,3.904,10.41,19.986,77.344,147.08,12.52101,8.97,0.27773478714248495,9859.84293193717,0.28154561582499393,9995.13089005234,7.17693280029808,49.22575,7.16240784272547,49.126125
2015-08-04 09:06:54,2015-08-04 09:06:54,43.6729312409,-91.26249172719999,196.172,186.685,23.357,415.1,15.75,74.4,0.93,3.87,10.42,19.98,77.34,146.7,12.49,8.97,8.497,59.92,0.84,0.44,0.19,11.2,16.6,13.8,195.0215,176.489,23.3746,415.14,15.535,73.375,0.8009999999999999,3.741,10.374,19.9,77.05199999999999,147.58,12.58835,8.96,0.27528503289802003,9774.08376963351,0.260250047787121,9240.26178010473,7.14901936063886,49.043,7.10709213975916,48.755375
2015-08-04 09:07:06,2015-08-04 09:07:06,43.6746502854,-91.2632492837,195.653,184.957,23.371,415.2,16.74,79.04,0.83,3.77,10.29,19.89,76.99,147.3,12.54,8.96,8.517000000000001,59.6,0.83,0.44,0.19,11.2,16.6,13.8,198.50799999999998,174.713,23.3756,416.94,14.195,67.07,0.759,3.7060000000000004,10.368,19.738,76.42399999999999,147.64,12.56367,8.96,0.272731657185265,9683.61256544503,0.25762618350107996,9147.277486911009,7.12990789649049,48.91325,7.23394865765684,49.626999999999995
2015-08-04 09:07:18,2015-08-04 09:07:18,43.676182329700005,-91.26456029709999,197.046,183.905,23.375,416.0,17.29,81.62,0.77,3.72,10.43,19.74,76.4,147.5,12.55,8.96,8.533999999999999,57.84,0.81,0.45,0.19,11.2,16.7,13.8,185.4205,152.042,23.3808,416.16,17.45,82.415,0.742,3.6889999999999996,10.519,19.727999999999998,76.368,148.04,12.62101,8.96,0.271153149803138,9628.53403141361,0.22417371579004802,7960.314136125659,7.179635557748259,49.2615,6.756044857218421,46.355125
2015-08-04 09:07:30,2015-08-04 09:07:30,43.6776762363,-91.26595328559999,195.285,183.14700000000002,23.379,416.7,14.27,67.43,0.75,3.7,10.49,19.73,76.38,147.9,12.58,8.96,8.578,54.77,0.77,0.45,0.19,11.2,16.6,13.8,184.8965,147.78299999999902,23.4066,417.26,16.54,78.145,0.617,3.574,10.418,19.858,76.862,148.99,12.67835,8.96,0.26990089046905996,9588.84816753927,0.217785512709402,7737.329842931891,7.1103829004855506,48.82125,6.73213463378973,46.224125
2015-08-04 09:07:42,2015-08-04 09:07:42,43.6792132258,-91.2672633771,194.144,181.62,23.4,416.9,16.17,76.37,0.67,3.62,10.36,19.86,76.88,148.5,12.63,8.96,8.583,52.72,0.74,0.45,0.19,11.2,16.7,13.8,193.137,156.02200000000002,23.4348,415.62,17.47,82.475,0.6990000000000001,3.6489999999999996,10.04,19.977999999999998,77.328,149.86,12.775689999999999,8.97,0.267504729333852,9508.90052356021,0.22980190992250896,8168.691099476429,7.06331614417095,48.536,7.02667963025767,48.28425
2015-08-04 09:07:54,2015-08-04 09:07:54,43.6807409953,-91.2684571277,190.55900000000003,180.673,23.426,416.2,16.77,79.21,0.71,3.65,9.86,19.99,77.38,149.3,12.7,8.97,8.577,52.21,0.73,0.45,0.19,11.2,16.7,13.8,192.0855,151.296000000001,23.444000000000003,413.33,18.925,89.325,0.741,3.677,9.862,20.092,77.768,150.89,12.84202,9.01,0.266062601144314,9459.31937172775,0.222801455130154,7921.25654450264,6.9311202417991,47.63975,6.986642967301989,48.021375
2015-08-04 09:08:06,2015-08-04 09:08:06,43.6814003997,-91.2701457459,188.446,179.695,23.438000000000002,413.9,14.8,69.92,0.73,3.68,9.87,20.1,77.8,150.4,12.78,8.98,8.446,54.41,0.76,0.44,0.19,11.2,16.7,13.8,215.97299999999998,167.187,23.4436,411.77,15.49,73.135,0.623,3.5869999999999997,9.978,20.13,77.904,150.93,12.857339999999999,8.99,0.26462442473846,9408.115183246078,0.246204756385814,8753.246073298442,6.8543409648038205,47.1115,7.8555797479998395,53.99325
2015-08-04 09:08:18,2015-08-04 09:08:18,43.680409993999994,-91.27151400780001,189.77599999999998,178.22400000000002,23.443,412.5,13.94,65.86,0.65,3.6,10.05,20.12,77.88,151.0,12.83,8.99,6.348,77.71,1.09,0.43,0.19,11.2,16.7,13.8,217.5025,169.942,23.3552,417.89,11.425,54.055,0.41100000000000003,3.364,10.3,19.82,76.71600000000001,146.58,12.43559,8.925,0.262907072921235,9331.09947643979,0.250689883440953,8897.48691099477,6.9196552072570805,47.443999999999996,7.930625088085071,54.375625
2015-08-04 09:08:30,2015-08-04 09:08:30,43.6791250482,-91.2720992323,192.843,175.90599999999998,23.385,416.2,14.36,67.84,0.43,3.39,10.39,19.73,76.37,149.1,12.68,8.97,6.37,80.86,1.13,0.42,0.19,11.2,16.7,13.8,215.9055,150.00799999999998,23.1768,422.83,13.45,63.575,0.264,3.2239999999999998,10.588,19.01,73.58800000000001,143.5,12.11926,8.885,0.260384912687216,9209.738219895291,0.222049389914977,7853.82198952881,7.06642201939909,48.21075,7.911510292358919,53.976375
2015-08-04 09:08:42,2015-08-04 09:08:42,43.6777256895,-91.27244892530001,201.301,175.438,23.232,421.7,12.91,61.04,0.29,3.25,10.72,18.96,73.41,144.9,12.36,8.93,6.308,81.07,1.14,0.42,0.19,11.2,16.7,13.8,217.83900000000003,152.334,23.1056,431.82,13.65,64.52,0.185,3.1519999999999997,10.817,18.608,72.07,143.8,12.28633,8.9,0.26005045790448,9185.23560209424,0.225803568522334,7975.6020942408495,7.39098605369255,50.32525,7.9981967846674005,54.45975
2015-08-04 09:08:54,2015-08-04 09:08:54,43.6763740238,-91.27287841399999,207.408,174.74,23.13,428.5,13.45,63.56,0.18,3.15,10.57,18.6,72.03,143.8,12.29,8.9,6.321000000000001,81.07,1.14,0.42,0.19,11.2,16.7,13.8,209.523,167.053999999999,23.113000000000003,427.3,13.14,62.11,0.062,3.0389999999999997,10.517999999999999,18.524,71.75,144.31,12.36468,8.89,0.258978695596143,9148.69109947644,0.24758742711524498,8746.282722513059,7.61364193930139,51.852,7.69128047157412,52.38075
2015-08-04 09:09:06,2015-08-04 09:09:06,43.6752300616,-91.273723226,210.18200000000002,174.03,23.118000000000002,428.0,12.07,57.05,0.09,3.06,10.57,18.54,71.79,144.1,12.32,8.89,6.247000000000001,81.28,1.14,0.42,0.19,11.2,16.8,13.8,206.4445,162.953,23.1092,430.2,10.94,51.76,0.122,3.092,10.838,18.54,71.794,144.54,12.367339999999999,8.89,0.257945402969155,9111.518324607328,0.24152719215096696,8531.57068062829,7.71628795513247,52.5455,7.57907531926304,51.611125
2015-08-04 09:09:17,2015-08-04 09:09:17,43.6741808988,-91.2744868174,212.734,173.502,23.109,429.2,12.86,60.8,0.11,3.08,10.86,18.54,71.8,144.4,12.34,8.89,6.192,83.76,1.17,0.42,0.19,11.2,16.8,13.8,215.6715,167.983,23.1078,432.26,14.91,70.44,0.151,3.111,11.009,18.5,71.646,144.74,12.38734,8.89,0.25716978049837,9083.87434554974,0.24898935595818802,8794.921465968571,7.810282554765309,53.1835,7.91812946689324,53.917875
2015-08-04 09:09:29,2015-08-04 09:09:29,43.6729826219,-91.2751768157,212.96599999999998,172.52599999999998,23.108,431.3,12.44,58.83,0.17,3.13,10.83,18.49,71.6,144.6,12.36,8.89,6.072,85.39,1.2,0.42,0.19,11.2,16.8,13.8,216.518,156.06799999999998,23.0842,430.65,12.595,59.57,0.068,3.0380000000000003,10.81,18.35,71.074,145.01,12.40734,8.89,0.255840054319392,9032.77486910995,0.231434366979579,8171.0994764398,7.82394201407655,53.2415,7.95443534180961,54.1295
2015-08-04 09:09:41,2015-08-04 09:09:41,43.671701364200004,-91.275323499,211.53,171.575,23.092,431.1,11.56,54.69,0.08,3.04,10.84,18.34,71.03,144.8,12.38,8.89,5.962999999999999,84.57,1.18,0.42,0.19,11.2,16.8,13.8,211.74099999999999,168.6,23.065,432.68,11.73,55.49,-0.00200000000000004,2.968,10.932,18.23,70.61399999999999,145.65,12.46468,8.89,0.254524467393529,8982.98429319372,0.250111177051137,8827.225130890029,7.775345127684339,52.8825,7.783100991258969,52.93525
2015-08-04 09:09:53,2015-08-04 09:09:53,43.6704229563,-91.27509224229999,212.768,171.389,23.070999999999998,432.4,13.7,64.76,0.02,2.99,10.92,18.23,70.59,145.3,12.43,8.89,5.93,83.82,1.17,0.42,0.19,11.2,16.8,13.8,208.699,168.49400000000003,23.0844,432.75,12.055,57.045,0.042,3.022,10.606,18.22,70.578,145.84,12.48734,8.89,0.254153004087757,8973.246073298431,0.24986000426376603,8821.675392670179,7.816624336133679,53.192,7.66713830240808,52.17475
2015-08-04 09:10:05,2015-08-04 09:10:05,43.6691561155,-91.2747396156,212.892,170.32299999999998,23.079,432.9,12.75,60.26,0.05,3.02,10.64,18.23,70.6,145.7,12.47,8.89,5.916,84.81,1.19,0.42,0.19,11.2,16.8,13.8,208.21900000000002,163.691,23.0884,434.36,13.575,64.175,0.138,3.115,10.661,18.272000000000002,70.77600000000001,146.07,12.50734,8.9,0.25255266064410004,8917.434554973821,0.242718819968491,8570.20942408376,7.82030826033916,53.223,7.64865173731074,52.05475
2015-08-04 09:10:17,2015-08-04 09:10:17,43.667865470100004,-91.2745723967,213.19400000000002,169.885,23.086,433.8,12.64,59.74,0.12,3.09,10.82,18.27,70.76,146.0,12.49,8.9,5.901,82.64,1.16,0.42,0.19,11.2,16.8,13.8,212.3245,160.8345,23.087,432.85,13.575,64.12,0.142,3.1260000000000003,10.699000000000002,18.262,70.722,146.59,12.53101,8.9,0.251910031928495,8894.50261780105,0.238489707921262,8420.65445026179,7.83170729575204,53.2985,7.799766108412549,53.081125
2015-08-04 09:10:29,2015-08-04 09:10:29,43.666576501,-91.27443786709999,212.57299999999998,168.96200000000002,23.088,433.0,13.26,62.65,0.16,3.13,10.68,18.26,70.73,146.1,12.5,8.9,5.912000000000001,81.47,1.14,0.43,0.19,11.2,16.8,13.8,200.66099999999997,145.19299999999998,23.1162,432.17,11.23,53.085,0.128,3.112,10.71,18.3,70.87,148.0,12.7067,8.9,0.25039971633311,8846.1780104712,0.215174335137802,7601.727748691121,7.802546125333509,53.14325,7.36531313033898,50.16525
2015-08-04 09:10:41,2015-08-04 09:10:41,43.665257692299996,-91.2743292376,210.03,168.685,23.109,432.8,12.71,60.08,0.16,3.12,10.88,18.3,70.88,147.3,12.6,8.9,5.925,80.71,1.13,0.42,0.19,11.2,16.8,13.8,199.003,149.816,23.1564,432.9,14.985,70.765,0.20800000000000002,3.1710000000000003,10.977,18.308,70.92399999999999,148.76,12.71835,8.91,0.249794667733862,8831.67539267016,0.22185279035608604,7843.76963350787,7.70058196616031,52.5075,7.296285830651809,49.75075
2015-08-04 09:10:53,2015-08-04 09:10:53,43.6638527177,-91.27429378219999,208.468,168.012,23.144000000000002,432.6,13.71,64.77,0.18,3.15,10.98,18.32,70.95,148.2,12.67,8.91,5.965,80.01,1.12,0.42,0.19,11.2,16.8,13.8,197.4595,150.088,23.1858,430.87,10.865,51.405,0.135,3.088,10.859000000000002,18.392,71.214,150.58,12.8867,8.92,0.24865648813033103,8796.43979057592,0.22212910381701997,7858.0104712042,7.637062697839579,52.117,7.23377488048072,49.364875
2015-08-04 09:11:05,2015-08-04 09:11:05,43.6624295544,-91.2742501125,206.045,167.39700000000002,23.174,431.4,12.13,57.34,0.15,3.11,10.78,18.41,71.28,149.6,12.78,8.92,6.053999999999999,81.67,1.14,0.42,0.19,11.2,16.8,13.8,208.7685,165.27,23.198,432.55,15.51,73.245,0.172,3.142,10.424000000000001,18.476,71.53399999999999,151.48,13.00303,8.92,0.247687789735399,8764.24083769634,0.24454058919556196,8652.879581151841,7.54573699215786,51.51125,7.64547644081297,52.192125
